,text,sentiment,pred
116,@skt_johann @DailyKaffee @andree_dominik @Drosten_Quotes @aelurotheist @Elon49943563 @axiom4tic @BILD @Mithos1987 @Beatrix_vStorch @Anthony7Louis @Pontifex_de 😑 warum hab ich mir diesen kaputten @skt_johann von dir andrehen lassen? Ich will den ECHTEN! Sonst verlange ich @andree_dominik zurück.,1,1
117,@Markus_Soeder Also meinen QR-Code hat noch kein Mensch je gescannt,2,2
118,Warum Rücktritt? Keiner hat die Wahl gewonnen da beide @spdde und @CDU eine Regierung bilden können. Versteh diese ganze Aufregung nicht. Das steht Patt.,2,1
119,"@Karl_Lauterbach ( 206 )   Und wenn man zu ihm sagt: ""Fürchte Allah"", reißt ihn der Stolz zur Sünde hin. Die Hölle soll seine Genüge sein - wahrlich eine schlimme Lagerstatt!  [Quran]",1,2
120,"@CDU @_FriedrichMerz Genau, alle Regeln abbauen und den ungehemmten Markt die Dinge regeln lassen. Und wenn's dann wieder Scheiße läuft, dann können wir Steuerzahler ja den Dreck wieder bezahlen. Tolles Konzept, Frieder. #btw21",1,0
121,"@jensspahn Naja. Bis es soweit ist, bist du aus dem Amt und daher kümmern deine Voraussagen auch nicht, Jensi.",1,2
122,@HugoMuellerVogg @hubertus_heil @spdbt Die Grünen wollen 600 € + Miete. Warum sind Menschen jahrzehntelang arbeiten gegangen?,2,1
123,@GGahnt @CartmanTB2 @Andrew1023054 @NurZoabe @Marry5561 @Mr369t @neuaubing @Xxmanxx40D @PatronKobra @ArisKallimachos @PAOKGATE45 @erdantu @JeanVal75735243 @SamaelAccusator @Recep32449274 @Reyes6153 @knochenkopf @Cobeland1 @Nek67936589 @KaratasEsad @batitrakyakiz @kartal_nefer @SteveMaquis @unuffgerescht @NektarAmbrosia1 @GC_Cumhuriyetci @MrTobacco_RTAM @ApoIbne @YuriSch43965199 @Mimoun72105885 @KeremSchamberg @SeyranAtes @cem_oezdemir @YouTube @EmniyetGM @tonline Sie diskreditieren sich durch ihren miserablen Stil und ihre Argumente. Sie sind ein echter Verlierer.,1,2
124,@CDU @dpa @ArminLaschet Die Osterimpfoffensive für alle Freiwilligen:   https://t.co/xZAMlxV30k,2,2
125,"@hans_heiss @cem_oezdemir Genau, am besten Verkehsminister auch noch. Da kann er ja wieder Bonusmeilen sammeln. Erst tritt man mal zurück, Jahre danach ist Gras über die Sache gewachsen. Leider scheinen die Wähler das alles zu vergessen. Es stinkt mir,das solche Leute mit Steuergeldern bezahlt werden.",1,1
126,@GoeringEckardt @janoschdahmen Sehr unglaubwürdig Frau @GoeringEckardt wenn man gleichzeitig in BW die Kinder durchseucht und gegen das Infektionsschutzgesetz stimmt.,1,1
127,"@snhrdt @KaiSiefke @dneuerer @press_a_key @handelsblatt @c_lindner @fdpbt @fdp Bist du das, @janboehm? Fall ich hier auf Streiche mit der versteckten Kamera rein?",2,1
128,"@NowaboFM @CDU @ArminLaschet Das war der, dem „unbewusst gesteuerten Verdrängungsmechanismus“ bescheinigt wurde, gelle?",2,1
129,"@SusanneHennig @dieLinke @die_linke_th Wer diese Mauerschützenpartei generell und diese arrogante und dummdreiste Person wählt, hat die Kontrolle über sein Leben verloren!",1,1
130,@StefanThumann @Fabana84 @KaBo0815 @EskenSaskia @EinstEinAdler Wie das mit dem unbedingt herrschen und königlich sein wollen endet wissen wir aber alle Stefan. 🤔  https://t.co/doAQiSHBYT,2,2
131,"@FDP @c_lindner #ahnunglos, #inkompetent oder noch viel schlimmer #wissend den #Planeten und die #Gesundheit der darauf #Lebenden opfern für ein bisschen #Fahrspaß. #Wähler:innen sollten wissen, was #Egoisten und #Ochlokraten sind.",1,1
132,"@HirrscherVince @AnikaK46696813 @Bl4ckDr4gon2 @StBrandner Hör mal, du Sackgesicht, geh bei deiner Mama heulen",1,1
133,"@Alice_Weidel Abschieben 500.000 sind in DT austeisepflichtig...jeden Monat kommen ca 1000,2020 wieder 140.000 Asyl Anträge...kein Geld mehr, Asyl Leistungsgesetz,unsere Renter sammeln Flaschen, stehen an der Tafel...nach 40 oder 45 Jahren härter Arbeit?unser Rentenniveau liegt auf Platz 17",2,1
134,@OlafScholz hier ist Ihr Klimaclub. @UNKlima,2,2
135,"@Parocatha @MarioWettlaufer @jensspahn @RegSprecher @HBraun Genau das befürchte ich auch. Es war letztes Jahr schon so,dass Kinder eher nicht getestet wurden. Und die festgestellten Infektionen wurden so stark wie möglich nicht transparent kommuniziert. Finde das alles so unsagbar schlimm! #SchulenUndKitasZu #BildungStattPraesenzpflicht",1,1
136,"@Ralf_Stegner @spdde Sie können schreiben was sie wollen, ein ""Arbeiterkaiser"" werden Sie nie!",2,1
137,@stefanolix @peterunfried @cem_oezdemir @Die_Gruenen @MiKellner @simer122 Die kann man aber voraussetzen,2,2
138,Herzlichen Glückwunsch an @larsklingbeil und @EskenSaskia. Wir freuen uns auf den weiteren gemeinsamen erfolgreichen Weg🌹,0,0
139,"@PaulZiemiak @jensspahn @ArminLaschet Und wie immer sagt der Laschet nicht, wie das funktionieren soll. Völlig konzeptlos, viel heiße Luft!",1,1
140,@Karl_Lauterbach Gute Entscheidung. Wie lange mag er wohl in der Warteschlange gestanden haben?,0,0
141,"@Zhujiko @cducsubt @rbrinkhaus Ich fand es niedlich, als @rbrinkhaus versuchte, @saschalobo vor dem Zuschauer als Provokateur zu diskreditieren. Halt ein weiteres #CDUVersagen, diesmal beim Anstand.  #NieMehrCDU #Kapitalextremismus",1,1
142,"@ArminLaschet @EmmanuelMacron @JeanCASTEX @BrunoLeMaire Mir schon klar das wir das brauchen, aber wieso und mit welcher Motivation geht ein MINISTERPRÄSIDENT zu dem Französischen Präsidenten? Sind das nicht aufgaben von Merkel, Steinmeier, Scholz oder ... Von der Leyen? Was hat der Armin da zu suchen?",2,2
143,"#groenemeyer #btw   Herbert Grönemeyer :Richtig: an alle ü50 jährigen, denkt an Eure Kinder und Enkel bei dieser  Wahl! Nur wenn es denen gut geht, lebt auch Ihr ruhiger und könnt zurückblickend sagen, diese Wahlentscheidung war Richtig! @GrueneBundestag @Die_Gruenen",0,0
144,"@Oedeldoedel0815 @Mrs844 @Karl_Lauterbach Da bin ich jetzt mal gespannt ob sie mir zitieren können, dass ich wixxer geschrieben habe 😂😂😂😂😂  So mit Langzeitgedächtnis ist nicht, wa?",1,2
145,@Karl_Lauterbach Für wen ist denn überhaupt die dritte Impfung später empfehlenswert? Für alle oder nur für bestimmte Gruppen?,2,2
146,"@Karl_Lauterbach ... gehört dazu ein großer Einsatz von Lehrkräften oder Betreuern oder Trainern in Vereinen .Aber das ist nichts gegen all die Patienten und Toten !Jeder Berufstätige im Gesundheitssystem muss sich bald selber fragen ,ob seine Arbeit überhaupt geschätzt wird  und Zu welchem Preis",1,1
147,@guido_burger @Karl_Lauterbach @Karl_Lauterbach kennt das.,2,2
148,"@n_roettgen ""Wenn ein Bürger für sich &amp; andere keine Gefahr mehr darstellt, sind Einschränkungen der Freiheit nicht mehr gerechtfertigt.""  Warum dürfen dann Politiker frei durchs Land laufen?",2,2
149,"@breum_kevin @GoeringEckardt Sie hier da hat man nicht Explizit ""Rechte Gewalt"" geschrieben:  https://t.co/mDPs0qcddO",2,2
150,"@DienstNavom @jensspahn keine Zeit für sowas, sicher wieder wichtige Termine mit Parteispendern...",2,2
151,@Fazer_DDorf @Die_Gruenen @f_schmidt_BB Was war Rechtswidrig? Haben da schon Gerichte geurteilt? Hat die bezirkliche Bauaufsicht keine Kompetenzen mehr? Entscheiden jetzt nur noch Eigentümer*innen.  Ist die Demokratie &amp; Bezirksbefugnisse vollkommen ausgehebelt? Sind Brandschutzexperten des Bezirkes unfähig? Warum?,1,1
152,"@KJPGehrden @gb2quare @Karl_Lauterbach @OlafScholz Na ja, sobald Olaf Scholz dabei ist, hat die alte Tante eh keine Chance auf ein akzeptables Wahlergebnis. 🤷🏼‍♂️ Und vor allem: Solange SOLLTE sie auch keine Chance haben. Im Interesse aller Bürger unseres Landes.",1,1
153,@blackgreenrevol @DerLachmann @JuliaKloeckner Mehr Schulden wird es auch nur mit Union &amp; FDP geben.    https://t.co/MRSYpc9E2V,1,2
154,@PaulZiemiak @Markus_Soeder @CDU @CSU @ArminLaschet Wir können's auch kaum erwarten! Vorschlag: Den Hashtag #zusammenmachen schon mal ändern in #zusammenlachen?,0,2
155,@EnuergSakul @oida_grantler @Karl_Lauterbach Blödsinn.,1,1
156,@SchaferDer @Karl_Lauterbach Offensichtlich kennen Sie nicht die Situation. Assistenzkräfte kommen jeden Tag. Wechselndes Personal. Pflegedienst auch. Nur Letztere werden überhaupt getestet. Assistenz fährt mit den öffentlichen Verkehrsmitteln. D.h. die derzeit zum Schutz eingeführten 1/2,2,2
157,"@Tagesspiegel seit wann hat ne 10% Partei da was zu melden? der Chauvinist #Kubicki u der realitätsferne ""lieber nicht regieren als bla bla.."" @c_lindner nehmen sich nach wie vor zu wichtig. #niemandbrauchtdieFDP",1,1
158,@Karl_Lauterbach achso ich dachte 70% der Leute sind so super geschützt? Ist das da berücksichtigt oder lieber nicht damit man da schön Panik verbreiten kann?,1,2
159,@KammerLilo @ChrDorner @johannesvogel @MaurikaMa Wie ist man eine und woran merkt man das?,2,2
160,@Karl_Lauterbach Woher nehmen wir die Speicherkapazität?,2,2
161,@Taifun987 @RenateKuenast @blume_im_revier Von Laschet will ich am liebsten nichts mehr hören.,1,1
162,Neues Spitzenduo der @spdde! Glückwunsch an @EskenSaskia und @larsklingbeil zur Wahl! #spdbpt21,0,0
163,"@Karl_Lauterbach gibt aber auch Probleme: wenn ab nächster Woche ALLE Stufen wiederkommen, birgt dies wegen Ungenauigkeit der Tests in meinen Augen zu hohes Risiko, besonders mit Blick auf Abiturprüfungen kommende Woche (Inzidenz im Landkreis aktuell bei 165)",2,1
164,@Hinnerk_hero @PW8010 @DrNathanCole @_FriedrichMerz Wir müssen ja nicht das selbe in zwei unterschiedlichen Threads diskutieren..,2,2
165,@RAinUMeising @VAMV_BV @fdp @spdde @Die_Gruenen @VAMVNRW @Stiftung4AE @vamv_hessen @VaMVDuesseldorf @VAMV_Berlin @DKHW_de @zff_amilie @diemias_ @diakonie @Frauenrat Gute Analyse! Altersarmut ist übrigens auch für unterhaltszahlende Vätern ein Thema.,0,0
166,"@gallenkamp @Karl_Lauterbach @c_drosten Und alle so in der Behörde ""Schnittstellen definieren?""  https://t.co/DiQyHPh118",2,2
167,"@MonikaHerrmann1 @MiKellner @ABaerbock Wieder mal aus Berlin,",2,2
168,"@leonmwalter Wenn er dann von @Karl_Lauterbach ersetzt wird, ja",2,2
169,@Karl_Lauterbach Es ist jetzt keine Zeit für Überzeugungsarbeit. Impft die Freiwilligen egal welche Risikogruppe. #impfskandal2,2,1
170,"@pkbrln @fdp Mein bester Freund läuft, nach 30 Jahren, zwei großen Kindern, Haus und Hof heute im Rock.  Oben genannte ist alles weg. Er wohnt im Wohnwagen.  Deshalb teile ich Ihre Ansicht keineswegs! Ganz im Gegenteil.",1,2
171,@maybritillner @ZDF @_FriedrichMerz @DoroBaer @cem_oezdemir @claudia_kade @MFeldenkirchen Merkel will unbedingt das Baerbock ins Kanzleramt einziehen soll.,2,2
172,@noz_de @DietmarBartsch @Linksfraktion Billige Polemik um für den Tag einzustimmen. In dem Gremium sitzen auch zwei Freunde von Olaf! Wie wärs small zur Abwechslung mit Sachverstand,1,1
173,"@froelitsch @ElisabethKaleko @Karl_Lauterbach Als sie über 200 war, waren schon genausoviele geimpft. Es besteht anscheinend kein Zusammenhang.",2,2
174,"@UdoHemmelgarn @_richtig_falsch @m_ueberall @c_lindner Eher die AfD, die die Gefährlichkeit des Virus verharmlost.",1,1
175,@Nasobeem @gsflairarcorde1 @OpaTweet @Karl_Lauterbach Was halten denn die Impfstoffe nicht?,2,1
176,@druminal @Buchiworldwide @Monemania @Karl_Lauterbach Haben Sie ein Problem?,2,1
177,@Karl_Lauterbach Wieso sind Impfkritiker Querdenker ?? 🤦‍♀️ Er hat noch 6 Monate Zeit - da fliesst noch viel Wasser den Rhein runter..,2,2
178,@Kachelmann @ALMevTeam @fdp And here it is: mehr Tests und nochmal höhere Positivrate...   https://t.co/F4gFzmvvMD,2,2
179,"@dertagesprolet @berkdo69 @OlafScholz @welt Laschet Schatz, Laschet …",2,2
180,@Josef94352070 @DarkspiderGn @systemtroll @AfDimBundestag @GottfriedCurio Du lebst in deiner nationalsozialistischen Blase,1,1
181,"@SHomburg @Karl_Lauterbach Herr Homburg, wir werden sehen was in den nächsten 2 Monaten passiert. COVID-19 lässt Grüßen.",2,2
182,@KuehniKev @OlafScholz @spdde …und bei Fr. Klöckner  Lobbyismus in Reinstform!,1,1
183,"@KonstantinKuhle ntV: ""Augen auf bei Sputnik V Vorsicht vor der russischen Impfpropaganda"". Bei Ihnen schwappt offenbar zu viel Kalter Krieg in den Gehirnwindungen. Die bösen Russen und der edle Westen. Welch krude Weltsicht!",1,1
184,"@polenz_r @ArminLaschet Ein ""Weiter so"" mit Hochgeschwindigkeit in ein Weltbild von vorgestern, geprägt von kurfürstlichem Gepräge und galoppierender Inkompetenz. Genau das, was dieses Land jetzt braucht...",1,1
185,@LillyPolly4 @factswelcomed @rekusant @EichholtzAlex @Alice_Weidel @Th_Seitz_AfD Die Aussage ist Unsinn. Es handelt sich um zwei unterschiedliche Dinge und selbstverständlich kann auch ein in China hergestelltes Produkt entsprechend zertifiziert sein. Sind sie oft schon viele Jahre.,1,1
186,"@fbrantner @Die_Gruenen @GrueneBW @RegierungBW @MSI_BW @KM_BW Vielleicht wäre eine erfolgreich verhinderte vierte Welle und dadurch sicherer Schulbetrieb trotz nicht geimpfter U12-Kinder der Rückenwind, der noch fehlt.  Ich habe ja keine Ahnung, nur zwei Kinder U12.    https://t.co/YCTpT1sS0Y",2,1
187,"@BotschaftIn @jensspahn @_FriedrichMerz @MarioCzaja @CDU Der hat jetzt jeden Tag Zeit, sich nackt mit nassem Sellerie auspeitschen zu lassen.",1,1
188,"@BMF_Bund @spdbt @OlafScholz Ich hoffe, die Politik steht zu ihrem Wort!!!  Die Zahl der Toten hört nicht auf und es werden 1500 Menschen noch vermisst!!!  Bin schwer schockiert. 😰",1,1
189,"@JanP79 @LINKE_Klima @n_treu @dieLinke @Die_Gruenen Ernsthaft, warum?",2,2
190,"Warum also sollte ich mir eine experimentelle GenSpritze setzen lassen?  Weil ein paar durchgeknallte Pharmalobbyisten mir sonst ein Leben in einer zutiefst kranken Gesellschaft verbieten wollen? Was glauben Sie, wer Sie sind? @BMG_Bund @jensspahn (2)",1,1
191,"@kaschewi @Schmalz_fliege @Karl_Lauterbach Kinder mit Fieber schicken ist mehr als grenzwertig, und ihr habt natürlich recht, dass die vielen Schwurbler und Verweigerer irgendwo sein müssen - aber eben auch die 3/4, die die Maßnahmen unterstützen oder sogar schärfere wünschen.",1,1
192,"@Karl_Lauterbach Ihr denkt wirklich die Menschheit ist genau so wie ihr auf den Kopf gefallen . Ich bin geimpft und kann trotzdem das Virus weiter geben . Hört auf zu hetzten gegen die die sich nicht impfen , hetzte gehört nicht der Demokratie sondern ist ein Instrument der Spaltung und Diktatur",1,1
193,@SteMy99116089 @dunklesritual @Karl_Lauterbach @zwanzigzwanzig2 Dann kollabiert die Wirtschaft,1,1
194,@Karl_Lauterbach @maischberger Ach mal was ganz neues 😂😂😂😂😂😂😂 Wer schaut sich bitte diesen instrumentalisierten Bullshit an? Ach stimmt die Impfjünger und geifern nach dem nächsten Booster Schuß🙃🙃 Puhhh...,1,1
195,"@BMWi_Bund @N_Schmid @peteraltmaier @Markus_Soeder Dass die ganze Problematik ein sehr kleines Restbudget hat, also die Zeit eine enorm wichtige Rolle spielt, kann oder will man in Dieser Regierung und ihren Ministerien und der CDU offenbar nicht verstehen. Zahlen, Fakten, speed matters.   https://t.co/3hrQ52S4I7",1,1
196,@vt27kolt11 @the_fesxh @Karl_Lauterbach Und von Konjunktiv haben Sie vielleicht auch schon mal was gehört.,2,2
197,@VanHarth @Karl_Lauterbach Jetzt verstanden?,2,2
198,"@spdde Super diese Probagander die schon 50Jahre alt sind, und bitte lassen sie sich mal was einfallen Sinnvolles.",1,2
199,"@LondonSPD @OlafScholz @spdinternation Tja, auch die SPD hat Luxusexpats! Auf Kosten der Steuerzahler! Irre!",1,1
200,"@Joerg_Rehmann @thinkBTO @MichaelBroecker @jensspahn @c_drosten @tagesthemen Nein. Auf geimpfte mit AstraZeneca, gemessen in Januar und Februar. Aber Sie dürfen weiterhin denken. Gerne, sogar.",0,2
201,@cducsubt @AntjeTillmann @MatthiasHauer @BMF_Bund Lehre Nr. 1: Nie mehr CDU/CSU wählen!,1,1
202,"@Tarek_Bae @Die_Gruenen ... Dabei möchte ich übrigens betonen, dass ich nicht die Worte von Cem, sondern die von ihm zitierten Worte für latent rassistisch halte. Dass er das so unkritisch verwendet und sich indirekt zu eigen gemacht hat, finde ich unglücklich bis problematisch.",1,1
203,@Stainlesdg @AB25441325 @Tom09303170 @HeikoMaas Das stimmt.,0,2
204,"@MichaelBroecker @Die_Gruenen @fdp Ja davon ist viel drin finde aber auch die SPD muss sich nicht verstecken mit der Abschaffung von Hartz4, 12€ Mindestlohn oder dem Thema Eohnungen da ist viel SPD dabei",2,0
205,"@AnthroBlogger @Die_Gruenen Querdenker sind für mich die Leute die in und um die Bewegung von Ballweg bekannt geworden sind. Mich stört immer wieder, wenn Leute die nicht aus diesem Umfeld kommen und einer anderen Schwurbler Bubble angehören denen zugeteilt werden.",1,1
206,"@Die_Gruenen @MiKellner Viele Studenten die 18 geworden sind, anders kann ich mir den Zuwachs nicht vorstellen. Welcher normal denkende Mensch, tritt freiwillig den Grünen bei?",1,2
207,@freizeitgraf @Babs99131965 @Karl_Lauterbach @Markus_Soeder @MichaelPiazolo Noch nen Epidemiologe hier??,2,2
208,"@BriHasselmann Gibts ja nicht, wir haben das gleiche Lindbergbrillengestell.",2,2
209,@PaulZiemiak @ArminLaschet Unerwartete Innovation der #CDU und Armin #Laschet. Sie habe eine Zeitmaschine entwickelt um ein #Modernisierungsjahrzehnt einzuleiten.,2,0
210,@23rasm @VQuaschning @spdbt @Die_Gruenen @fdp Auf den Punkt gebracht.,0,0
211,@kruse_michael @SusanneHennig @dieLinke Wirtschaftskompetenz überzeugt halt letztendlich immer  https://t.co/TFUu8zqM5B,0,0
212,"@KatjaMast @Walnusskipferl @spdde @spdbt Eingebettetes Verbreiten von rassistischem Content ist auch Multiplikation. Auch Empörung ist ein Vektor für toxisches Gedankengut. Ein hoch wirksamer obendrein. Seit Jahren verwechseln wir Empörung mit Abgrenzung, dabei ist es das Gegenteil.",1,1
213,"Uff... 18.000€ (und es geht weiter)! #MaskenFreiFürAlle - #läuft (Küsschen an @DaniLudwigMdB) bei uns.   Mehr Geld, Mehr Masken!  Also spendet, spendet, spendet!   https://t.co/PI0M5f6ZKw",0,2
214,@MAStrackZi Autsch  https://t.co/AvkKT1F7o0,1,2
215,@CSU @Markus_Soeder @AfD es ist ausdrücklich nicht die AfD die das GG mit einem Infektionsschutzgesetz aushebelt..,2,1
216,"Werte @die_gruenen, dass #Habeck sich gestern bei #Illner hinsetzte und das Nichthandeln der Politik mit der ""Trägheit des Menschen an sich"", also auch des Politikers, suchte zu begründen, spuckt der Bevölkerung ebenso ins Gesicht wie ""Wir hatten nicht die Informationen... 1/",1,1
217,@hahnflo @dieLinke Die @CDU hält den „roten Ratten“ doch sogar den Steigbügel. #Thueringen,1,1
218,"@Beatrix_vStorch Können Sie auch normal reden, ohne zu diffamieren und zu beleidigen?  Sie und ihre Partei sind eine Schande für Deutschland!",1,1
219,@PaulZiemiak Vor einem halben Jahr wäre solches Gerede eher glaubwürdig gewesen. Denn da hätte man das wirklich noch organisieren können.,2,1
220,"@HerbertTschink1 @AfD Absolut… Euro, EU, Flüchtlinge Corona, Klimawandel. Dagegen ohne Konzept - brauch man ja auch nicht weil man eh nie in Regierungsverantwortung stehen wird. Dazu vom nichtstun intern aufgerieben…denke nach Corona ist Schluss und es gibt eine neue “Alternative“.",1,1
221,@CDU @CDU_BW @SWRAktuellBW @SWRpresse @connectcdu @Junge_Union @jubw Warum habt Ihr den absoluten STUSSTYP wie LUSCHET gewählt!! UMNACHTUNG ??,1,1
222,@drumheadberlin @jreichelt @jensspahn @BILD_Politik Julian wirkt wie ein Himbeeraffe,2,2
223,@SteffenAus @BZ_NachtFloh @spdberlin @fiedelseb @GeorgMaier8 @borispistorius @FranziskaGiffey @OlafScholz @spdfraktionbln Danke.,0,0
224,"@cducsubt @rbrinkhaus @ZDF Noch besser? Nicht nur weiss, sondern auch noch rein. Ariel. #arielwerbung",0,2
225,"@Danulinka33 @christianswelt @larsklingbeil ""Merkels Verfassungsgericht"" Oh boy 🙄 Muss anstrengend sein in einer eingebildeten Diktatur zu leben.",1,1
226,@grandedomi @povdaydreamin @buteragoal @ArminLaschet oh😳 doch nicht gut gemacht @BibisBeauty,1,1
227,"@NaikeLeNormand @jonnystone85 @torner_tv @Karl_Lauterbach @JanJosefLiefers Monikas Tweet ist nicht dumm, noch ist sie ein Troll. Eine Meinung an Follower zu bündeln ist definitiv nicht besser...",2,0
228,"@GAusdersonne @Karl_Lauterbach 2/2  2. Die andere Studie 900x ist vom November 2021  Also wie gesagt. Einfach mal alles lesen, und dann schwurbeln. Die Daten, die bis 2008 gesammelt wurden, mussten schließlich 10 Jahre beobachtet werden. Steht auch da, wenn man es gelesen hätte.",1,1
229,@various_corn @Der_ZAW @Der_bvdm @OlafScholz Grade eben in der FAZ-App gesehen...😂  https://t.co/vjNtQmG2Po,2,2
230,@sschyvonne @Karl_Lauterbach Mal sehen was Ihr Mitläufer macht wenn Ihr zu Tausenden keinen Job mehr habt . Dann ist das Geschrei und Gejammer groß . Nur zu ! Der Deutsche hat aus seiner Geschichte nichts gelernt . 😉zumindest die Österreicher scheinen langsam aufzuwachen,1,1
231,@OlafScholz @KarambaDiaby Wer hat uns verraten ?? Die #Sozialdemokraten !!,1,1
232,"@jankortemdb @Heiderosie Letztlich wird sich die Regierungspolitik wohl weiter darauf ausruhen, dass sich Millionen Bürger zwischen Essen und Maske entscheiden müssen. Und dann wieder überrascht tun, dass sich die Ansteckungen nicht weiter nach unten entwickeln.",2,1
233,@glr_berlin @KonstantinNotz Keine Rechtfertigung für das Verhalten der Demonstranten.  Die Ereignisse sind das Ergebnis des Handelns der @PolizeiSachsen in der Vergangenheit.  #dd1303,2,1
234,"@ryut054KuR4 @Klaus0604 @gruene_jugend @Die_Gruenen Wenn Sie sich aus der argumentativ en Sackgasse befreien wollen, indem Sie so tun, als wäre Ihre Position irgendwie schwer zu verstehen, okay.  Ist sie halt nicht. Sind rechte Positionen selten.  Sie wollen offenbar, dass Geflüchtete für Straftaten härter bestraft werden 1/",2,1
235,"@ZDFheute @saschalobo @rbrinkhaus Brinkhaus war erstaunlich schlecht vorbereitet und dünnhäutig. Zeigt, dass #CDU noch nicht den Schuss gehört hat. Findet sich ziemlich toll in der Pandemie. Es ist KRISE - aufwachen! Wir lassen euch nicht alles durchgehen🤪",1,1
236,@Karl_Lauterbach Wer bezahlt dich für deinen geistigen Dünnschiss?,1,1
237,"Wie kann man so eine Riesenchance nur so in den Sand setzen @Die_Gruenen ? RTL-Trendbarometer zeigt leider nur abwärts. Fast überall wo ich hinkomme wird negativ über euch gesprochen. Klimafakten hin oder her, ihr habt die Sympathien aktuell verspielt @ABaerbock",1,1
238,"Wie dämlich ist eigentlich die PR-Abteilung der @CDU, so einen tweet NACH Karfreitag rauszuhauen?? Oder in dieses Internet so sehr Neuland? Braucht's soviel Freigaben für einzelne tweets???",1,1
239,"@tiherrma @OlafScholz @spdde Das ist kein Regierungswechsel, denn die SPD ist Teil der Regierung und zwar 12 Jahre lang in den letzten Jahren und damit Mitverursacher der Probleme, die sie jetzt angeblich lösen will.",1,1
240,@ArminLaschet Hoffentlich klappt es diesmal mit der geheimen Wahl bei Armin!,2,2
241,"@jensspahn @CDU @CSU Auch ich habe den Eindruck, daß die #NieMehrCDUCSU ihre Aufgabe, einen Dienst anzubieten und für uns Bürger zu arbeiten nicht vollumfänglich verstanden hat. Schade.",1,1
242,@Seedex5 @Stoeggl @Dzienus @Twitter @Alice_Weidel @Joerg_Meuthen @Beatrix_vStorch @BjoernHoecke @AfD @AndreasKalbitz @Tino_Chrupalla @Frohnmaier_AfD @GottfriedCurio @M_HarderKuehnel @KestnerJens @Frank_Magnitz @CorinnaMiazga Der liksradikale @Dzienus  in seiner goebbelsmanier ist kaum besser   Solche Leute sind geistige Brandstifter wie Trump,1,1
243,"@PaulZiemiak @ArminLaschet Klingt nicht so überzeugend dein Video 🤔, was ist denn nun mit den sozialen Wohnungsbau?",1,1
244,"@eska_liert @o_jthe @c_lindner @ABaerbock Schade, dann war dein Tweet so Inhaltsleer wie vermutet",1,1
245,"warum kriegt Deutschland das nicht hin? @Die_Gruenen @GoeringEckardt  @spdde @OlafScholz  @fdp @c_lindner   In Bayern @BayStMI @Markus_Soeder ? Die Hütte brennt! Weihnachten steht vor der Tür! Die Kinder wollen ihre Eltern, Großeltern,Onkels+Tanten nicht anstecken #Kinderimpfung",1,1
